Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_class,Supply_class,base_cost,demand_supply_factor,Peak_hour,S/D_surge_charge,Vehical_charge,Location_time_surge,loyalty_discount,New_cost
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,1.6333333333333333,Lower_demand,Higher_supply,297.5,0.6333333333333333,low peak,0.0,7.4375,0.0,14.875,290.0625
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,1.5625,Lower_demand,Higher_supply,402.5,0.5625,low peak,0.0,20.125,0.0,4.025,418.6
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,3.3461538461538463,Higher_demand,Lower_supply,413.0,2.3461538461538463,Peak hours,339.13653846153846,20.650000000000002,12.389999999999999,41.300000000000004,743.8765384615385
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,4.4,Higher_demand,Lower_supply,346.5,3.4000000000000004,Peak hours,412.335,8.6625,10.395,17.325,760.5675
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,1.9090909090909092,Lower_demand,Higher_supply,42.0,0.9090909090909092,low peak,0.0,1.05,0.0,2.1,40.949999999999996
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,1.631578947368421,Lower_demand,Higher_supply,280.0,0.631578947368421,low peak,0.0,14.0,0.0,2.8000000000000003,291.2
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,1.8666666666666667,Lower_demand,Higher_supply,619.5,0.8666666666666667,low peak,0.0,30.975,0.0,61.95,588.525
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,13.857142857142858,Higher_demand,Lower_supply,514.5,7.0,Peak hours,1260.5249999999999,25.725,51.45,25.725,1826.475
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,4.0,Higher_demand,Lower_supply,112.0,3.0,Peak hours,117.59999999999998,5.6000000000000005,11.200000000000001,5.6000000000000005,240.79999999999995
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,1.8918918918918919,Lower_demand,Higher_supply,588.0,0.8918918918918919,low peak,0.0,29.400000000000002,0.0,29.400000000000002,588.0
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,6.5,Higher_demand,Lower_supply,332.5,5.5,Peak hours,640.0624999999999,8.3125,9.975,16.625,974.2249999999999
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,3.5714285714285716,Higher_demand,Lower_supply,504.0,2.5714285714285716,low peak,453.6,25.200000000000003,0.0,5.04,977.7600000000001
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,2.6666666666666665,Higher_demand,Lower_supply,241.5,1.6666666666666665,low peak,140.87499999999997,12.075000000000001,0.0,24.150000000000002,370.3
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,2.4864864864864864,Higher_demand,Lower_supply,360.5,1.4864864864864864,low peak,187.5574324324324,18.025000000000002,0.0,18.025000000000002,548.0574324324324
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,1.303030303030303,Lower_demand,Higher_supply,556.5,0.303030303030303,low peak,0.0,27.825000000000003,0.0,55.650000000000006,528.6750000000001
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,4.173913043478261,Higher_demand,Lower_supply,315.0,3.1739130434782608,Peak hours,349.92391304347825,15.75,31.5,31.5,680.6739130434783
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,1.9130434782608696,Lower_demand,Higher_supply,252.0,0.9130434782608696,low peak,0.0,12.600000000000001,0.0,25.200000000000003,239.40000000000003
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,1.930232558139535,Lower_demand,Higher_supply,220.5,0.930232558139535,low peak,0.0,5.5125,0.0,2.205,223.80749999999998
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,1.7241379310344827,Lower_demand,Higher_supply,500.5,0.7241379310344827,low peak,0.0,12.512500000000001,0.0,5.005,508.00750000000005
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.2933333333333332,Lower_demand,Higher_supply,570.5,0.2933333333333332,low peak,0.0,14.262500000000001,0.0,5.705,579.0575
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,3.5,Higher_demand,Lower_supply,301.0,2.5,Peak hours,263.375,7.525,15.05,3.0100000000000002,583.9399999999999
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.7,Lower_demand,Higher_supply,238.0,0.7,low peak,0.0,11.9,0.0,11.9,238.0
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,2.566666666666667,Higher_demand,Lower_supply,626.5,1.5666666666666669,low peak,343.53083333333336,31.325000000000003,0.0,6.265000000000001,995.0908333333334
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.2238805970149254,Lower_demand,Higher_supply,115.5,0.22388059701492535,low peak,0.0,2.8875,0.0,1.155,117.2325
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,2.625,Higher_demand,Lower_supply,598.5,1.625,low peak,340.39687499999997,29.925,0.0,59.85,908.9718749999998
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,3.125,Higher_demand,Lower_supply,252.0,2.125,low peak,187.42499999999998,12.600000000000001,0.0,2.52,449.505
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,6.777777777777778,Higher_demand,Lower_supply,112.0,5.777777777777778,Peak hours,226.48888888888888,5.6000000000000005,11.200000000000001,11.200000000000001,344.0888888888889
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,6.923076923076923,Higher_demand,Lower_supply,441.0,5.923076923076923,Peak hours,914.2269230769232,11.025,22.05,4.41,1383.8919230769231
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,4.761904761904762,Higher_demand,Lower_supply,570.5,3.761904761904762,Peak hours,751.1583333333333,28.525000000000002,28.525000000000002,5.705,1373.0033333333336
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,3.0,Higher_demand,Lower_supply,353.5,2.0,low peak,247.45,17.675,0.0,35.35,583.275
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,6.571428571428571,Higher_demand,Lower_supply,465.5,5.571428571428571,Peak hours,907.7249999999999,23.275000000000002,46.550000000000004,23.275000000000002,1419.7749999999999
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,5.083333333333333,Higher_demand,Lower_supply,623.0,4.083333333333333,Peak hours,890.3708333333332,31.150000000000002,18.689999999999998,62.300000000000004,1500.9108333333334
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,4.416666666666667,Higher_demand,Lower_supply,539.0,3.416666666666667,Peak hours,644.5541666666667,26.950000000000003,26.950000000000003,53.900000000000006,1183.5541666666668
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,2.619047619047619,Higher_demand,Lower_supply,469.0,1.619047619047619,low peak,265.76666666666665,23.450000000000003,0.0,4.69,753.5266666666666
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.2666666666666666,Lower_demand,Higher_supply,392.0,0.2666666666666666,low peak,0.0,19.6,0.0,39.2,372.40000000000003
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,4.25,Higher_demand,Lower_supply,455.0,3.25,Peak hours,517.5625,22.75,22.75,22.75,995.3125
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,4.545454545454546,Higher_demand,Lower_supply,504.0,3.545454545454546,Peak hours,625.4181818181819,12.600000000000001,25.200000000000003,25.200000000000003,1142.0181818181818
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,1.5909090909090908,Lower_demand,Higher_supply,609.0,0.5909090909090908,low peak,0.0,15.225000000000001,0.0,30.450000000000003,593.775
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,3.0714285714285716,Higher_demand,Lower_supply,469.0,2.0714285714285716,low peak,340.025,23.450000000000003,0.0,4.69,827.785
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,2.0,Lower_demand,Higher_supply,616.0,1.0,low peak,0.0,15.4,0.0,30.8,600.6
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,2.8947368421052633,Higher_demand,Lower_supply,451.5,1.8947368421052633,low peak,299.4157894736842,22.575000000000003,0.0,4.515,768.9757894736842
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.3880597014925373,Lower_demand,Higher_supply,304.5,0.3880597014925373,low peak,0.0,15.225000000000001,0.0,15.225000000000001,304.5
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.3623188405797102,Lower_demand,Higher_supply,63.0,0.3623188405797102,low peak,0.0,3.1500000000000004,0.0,3.1500000000000004,63.00000000000001
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1.1666666666666667,Lower_demand,Higher_supply,150.5,0.16666666666666674,low peak,0.0,7.525,0.0,1.5050000000000001,156.52
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,1.44,Lower_demand,Higher_supply,462.0,0.43999999999999995,low peak,0.0,11.55,0.0,4.62,468.93
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,4.111111111111111,Higher_demand,Lower_supply,434.0,3.1111111111111107,Peak hours,472.57777777777767,10.850000000000001,21.700000000000003,21.700000000000003,917.4277777777777
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.4782608695652173,Lower_demand,Higher_supply,406.0,0.4782608695652173,low peak,0.0,10.15,0.0,40.6,375.54999999999995
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,5.133333333333334,Higher_demand,Lower_supply,231.0,4.133333333333334,Peak hours,334.18,5.775,11.55,2.31,580.195
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,2.25,Lower_demand,Higher_supply,521.5,1.25,low peak,0.0,13.037500000000001,0.0,26.075000000000003,508.46250000000003
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.6071428571428572,Lower_demand,Higher_supply,318.5,0.6071428571428572,low peak,0.0,15.925,0.0,15.925,318.5
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,2.0,Lower_demand,Higher_supply,591.5,1.0,low peak,0.0,14.787500000000001,0.0,5.915,600.3725000000001
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.2,Lower_demand,Higher_supply,245.0,0.19999999999999996,low peak,0.0,6.125,0.0,2.45,248.675
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,13.333333333333334,Higher_demand,Lower_supply,84.0,7.0,Peak hours,205.79999999999998,2.1,2.52,4.2,290.21999999999997
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,2.5806451612903225,Higher_demand,Lower_supply,444.5,1.5806451612903225,low peak,245.90887096774188,22.225,0.0,22.225,690.4088709677419
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,2.56,Higher_demand,Lower_supply,129.5,1.56,low peak,70.707,6.4750000000000005,0.0,6.4750000000000005,200.207
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.3571428571428572,Lower_demand,Higher_supply,584.5,0.3571428571428572,low peak,0.0,29.225,0.0,29.225,584.5
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,7.428571428571429,Higher_demand,Lower_supply,630.0,6.428571428571429,Peak hours,1417.5,15.75,18.9,31.5,2050.65
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.2321428571428572,Lower_demand,Higher_supply,406.0,0.2321428571428572,low peak,0.0,20.3,0.0,4.0600000000000005,422.24
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.2407407407407407,Lower_demand,Higher_supply,385.0,0.2407407407407407,low peak,0.0,9.625,0.0,3.85,390.775
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,3.5714285714285716,Higher_demand,Lower_supply,210.0,2.5714285714285716,Peak hours,189.0,10.5,6.3,10.5,405.3
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.2857142857142856,Lower_demand,Higher_supply,276.5,1.2857142857142856,low peak,0.0,6.9125000000000005,0.0,2.765,280.64750000000004
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,12.166666666666666,Higher_demand,Lower_supply,248.5,7.0,Peak hours,608.8249999999999,12.425,12.425,12.425,869.7499999999999
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,4.0,Higher_demand,Lower_supply,371.0,3.0,Peak hours,389.54999999999995,18.55,37.1,3.71,812.4899999999999
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,2.642857142857143,Higher_demand,Lower_supply,297.5,1.6428571428571428,low peak,171.0625,7.4375,0.0,29.75,446.25
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,4.5,Higher_demand,Lower_supply,549.5,3.5,Peak hours,673.1374999999999,27.475,16.485,5.495,1261.1024999999997
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,2.090909090909091,Lower_demand,Higher_supply,465.5,1.0909090909090908,low peak,0.0,11.637500000000001,0.0,4.655,472.4825
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,5.25,Higher_demand,Lower_supply,581.0,4.25,Peak hours,864.2374999999998,29.05,17.43,58.1,1433.6174999999998
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.8974358974358974,Lower_demand,Higher_supply,605.5,0.8974358974358974,low peak,0.0,15.137500000000001,0.0,30.275000000000002,590.3625000000001
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,2.2666666666666666,Lower_demand,Higher_supply,469.0,1.2666666666666666,low peak,0.0,23.450000000000003,0.0,4.69,487.76
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,6.555555555555555,Higher_demand,Lower_supply,490.0,5.555555555555555,Peak hours,952.7777777777776,12.25,24.5,24.5,1455.0277777777776
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.1866666666666668,Lower_demand,Higher_supply,385.0,0.18666666666666676,low peak,0.0,9.625,0.0,19.25,375.375
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.3142857142857145,Higher_demand,Lower_supply,609.0,1.3142857142857145,low peak,280.14,15.225000000000001,0.0,6.09,898.275
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,4.125,Higher_demand,Lower_supply,196.0,3.125,Peak hours,214.375,9.8,9.8,1.96,428.01500000000004
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,2.6785714285714284,Higher_demand,Lower_supply,570.5,1.6785714285714284,low peak,335.16874999999993,14.262500000000001,0.0,57.050000000000004,862.88125
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.8125,Lower_demand,Higher_supply,567.0,0.8125,low peak,0.0,14.175,0.0,28.35,552.8249999999999
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.5135135135135136,Lower_demand,Higher_supply,455.0,0.5135135135135136,low peak,0.0,22.75,0.0,22.75,455.0
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,2.34375,Higher_demand,Lower_supply,336.0,1.34375,low peak,158.02499999999998,16.8,0.0,16.8,494.025
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1.8333333333333333,Lower_demand,Higher_supply,213.5,0.8333333333333333,low peak,0.0,10.675,0.0,10.675,213.5
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,2.0625,Lower_demand,Higher_supply,175.0,1.0625,low peak,0.0,8.75,0.0,1.75,182.0
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.4642857142857142,Lower_demand,Higher_supply,157.5,0.4642857142857142,low peak,0.0,7.875,0.0,15.75,149.625
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,2.8947368421052633,Higher_demand,Lower_supply,605.5,1.8947368421052633,low peak,401.54210526315785,15.137500000000001,0.0,30.275000000000002,991.9046052631579
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.8235294117647058,Lower_demand,Higher_supply,315.0,0.8235294117647058,low peak,0.0,15.75,0.0,15.75,315.0
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.542857142857143,Lower_demand,Higher_supply,336.0,0.5428571428571429,low peak,0.0,16.8,0.0,16.8,336.0
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,1.7,Lower_demand,Higher_supply,553.0,0.7,low peak,0.0,27.650000000000002,0.0,55.300000000000004,525.35
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,4.777777777777778,Higher_demand,Lower_supply,441.0,3.7777777777777777,Peak hours,583.1,22.05,22.05,22.05,1046.1499999999999
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,3.1481481481481484,Higher_demand,Lower_supply,549.5,2.1481481481481484,Peak hours,413.1425925925926,27.475,27.475,54.95,962.6425925925926
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,14.8,Higher_demand,Lower_supply,469.0,7.0,Peak hours,1149.05,11.725000000000001,23.450000000000003,4.69,1648.5349999999999
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.1886792452830188,Lower_demand,Higher_supply,612.5,0.18867924528301883,low peak,0.0,15.3125,0.0,61.25,566.5625
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,4.230769230769231,Higher_demand,Lower_supply,140.0,3.230769230769231,Peak hours,158.3076923076923,7.0,7.0,7.0,305.30769230769226
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.5151515151515151,Lower_demand,Higher_supply,371.0,0.5151515151515151,low peak,0.0,18.55,0.0,37.1,352.45
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.8888888888888888,Lower_demand,Higher_supply,532.0,0.8888888888888888,low peak,0.0,26.6,0.0,53.2,505.40000000000003
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,3.7,Higher_demand,Lower_supply,154.0,2.7,Peak hours,145.53,3.85,15.4,7.7,311.08
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.3943661971830985,Lower_demand,Higher_supply,350.0,0.3943661971830985,low peak,0.0,17.5,0.0,35.0,332.5
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,2.25,Lower_demand,Higher_supply,357.0,1.25,low peak,0.0,8.925,0.0,17.85,348.075
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,4.285714285714286,Higher_demand,Lower_supply,241.5,3.2857142857142856,Peak hours,277.72499999999997,12.075000000000001,7.245,24.150000000000002,514.395
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.5,Lower_demand,Higher_supply,52.5,0.5,low peak,0.0,2.625,0.0,2.625,52.5
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,3.5,Higher_demand,Lower_supply,458.5,2.5,Peak hours,401.1875,22.925,22.925,22.925,882.6125
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,8.6,Higher_demand,Lower_supply,63.0,7.0,Peak hours,154.35,1.5750000000000002,6.300000000000001,3.1500000000000004,222.075
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,2.0,Lower_demand,Higher_supply,101.5,1.0,low peak,0.0,2.5375,0.0,10.15,93.88749999999999
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,3.7222222222222223,Higher_demand,Lower_supply,77.0,2.7222222222222223,Peak hours,73.36388888888888,3.85,7.7,3.85,158.06388888888887
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,6.25,Higher_demand,Lower_supply,570.5,5.25,Peak hours,1048.29375,28.525000000000002,17.115,57.050000000000004,1607.3837500000002
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,11.285714285714286,Higher_demand,Lower_supply,350.0,7.0,Peak hours,857.4999999999999,8.75,10.5,17.5,1209.25
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,11.0,Higher_demand,Lower_supply,385.0,7.0,Peak hours,943.2499999999999,9.625,11.549999999999999,19.25,1330.175
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,1.4166666666666667,Lower_demand,Higher_supply,339.5,0.41666666666666674,low peak,0.0,8.4875,0.0,16.975,331.0125
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,2.5714285714285716,Higher_demand,Lower_supply,476.0,1.5714285714285716,low peak,261.8,23.8,0.0,23.8,737.8
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.7906976744186047,Lower_demand,Higher_supply,458.5,0.7906976744186047,low peak,0.0,22.925,0.0,4.585,476.84000000000003
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,3.8095238095238093,Higher_demand,Lower_supply,511.0,2.8095238095238093,Peak hours,502.48333333333323,25.55,51.1,5.11,1085.0233333333333
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.3703703703703705,Lower_demand,Higher_supply,514.5,0.37037037037037046,low peak,0.0,25.725,0.0,5.1450000000000005,535.08
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1.5,Lower_demand,Higher_supply,224.0,0.5,low peak,0.0,11.200000000000001,0.0,2.24,232.95999999999998
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.4696969696969697,Lower_demand,Higher_supply,525.0,0.4696969696969697,low peak,0.0,26.25,0.0,26.25,525.0
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,3.7142857142857144,Higher_demand,Lower_supply,231.0,2.7142857142857144,Peak hours,219.45,11.55,11.55,23.1,450.45
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.3783783783783783,Lower_demand,Higher_supply,350.0,0.3783783783783783,low peak,0.0,8.75,0.0,3.5,355.25
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.6730769230769231,Lower_demand,Higher_supply,231.0,0.6730769230769231,low peak,0.0,5.775,0.0,23.1,213.675
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,2.1666666666666665,Lower_demand,Higher_supply,301.0,1.1666666666666665,low peak,0.0,7.525,0.0,15.05,293.47499999999997
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,2.5,Higher_demand,Lower_supply,570.5,1.5,low peak,299.51249999999993,28.525000000000002,0.0,5.705,892.8324999999999
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,2.7142857142857144,Higher_demand,Lower_supply,493.5,1.7142857142857144,low peak,296.09999999999997,12.3375,0.0,24.675,777.2624999999999
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,3.5,Higher_demand,Lower_supply,203.0,2.5,Peak hours,177.625,10.15,20.3,2.0300000000000002,409.045
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.9333333333333333,Lower_demand,Higher_supply,262.5,0.9333333333333333,low peak,0.0,6.5625,0.0,2.625,266.4375
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,3.4444444444444446,Higher_demand,Lower_supply,399.0,2.4444444444444446,Peak hours,341.3666666666667,19.950000000000003,11.969999999999999,39.900000000000006,732.3866666666668
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,2.4545454545454546,Higher_demand,Lower_supply,504.0,1.4545454545454546,low peak,256.58181818181816,25.200000000000003,0.0,50.400000000000006,735.3818181818182
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.2,Lower_demand,Higher_supply,371.0,0.19999999999999996,low peak,0.0,9.275,0.0,37.1,343.17499999999995
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,6.75,Higher_demand,Lower_supply,588.0,5.75,Peak hours,1183.35,14.700000000000001,29.400000000000002,5.88,1809.57
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,2.5555555555555554,Higher_demand,Lower_supply,119.0,1.5555555555555554,low peak,64.78888888888886,5.95,0.0,5.95,183.78888888888886
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,1.46875,Lower_demand,Higher_supply,581.0,0.46875,low peak,0.0,14.525,0.0,5.8100000000000005,589.715
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,4.3,Higher_demand,Lower_supply,385.0,3.3,Peak hours,444.6749999999999,19.25,19.25,19.25,848.925
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,1.4363636363636363,Lower_demand,Higher_supply,168.0,0.4363636363636363,low peak,0.0,4.2,0.0,1.68,170.51999999999998
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,5.615384615384615,Higher_demand,Lower_supply,315.0,4.615384615384615,Peak hours,508.8461538461538,7.875,31.5,3.15,860.0711538461538
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,3.217391304347826,Higher_demand,Lower_supply,346.5,2.217391304347826,Peak hours,268.9141304347826,17.325,34.65,3.465,663.9241304347826
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,2.3636363636363638,Higher_demand,Lower_supply,241.5,1.3636363636363638,low peak,115.26136363636364,12.075000000000001,0.0,24.150000000000002,344.68636363636364
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,3.3,Higher_demand,Lower_supply,560.0,2.3,Peak hours,450.79999999999995,28.0,56.0,5.6000000000000005,1089.2
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,1.9047619047619047,Lower_demand,Higher_supply,458.5,0.9047619047619047,low peak,0.0,11.4625,0.0,45.85,424.11249999999995
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,2.2285714285714286,Lower_demand,Higher_supply,350.0,1.2285714285714286,low peak,0.0,17.5,0.0,3.5,364.0
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,10.5,Higher_demand,Lower_supply,84.0,7.0,Peak hours,205.79999999999998,4.2,8.4,8.4,293.99999999999994
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,3.125,Higher_demand,Lower_supply,402.5,2.125,low peak,299.35937499999994,10.0625,0.0,4.025,707.896875
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,2.0,Lower_demand,Higher_supply,444.5,1.0,low peak,0.0,11.1125,0.0,4.445,451.1675
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,5.75,Higher_demand,Lower_supply,392.0,4.75,Peak hours,651.6999999999999,9.8,39.2,19.6,1073.1
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,2.0344827586206895,Lower_demand,Higher_supply,507.5,1.0344827586206895,low peak,0.0,12.6875,0.0,5.075,515.1125
